Date,Usage Clicks
2022-02-14,0
2022-02-15,0
2022-02-16,0
2022-02-17,0
2022-02-18,0
2022-02-19,0
2022-02-20,0
2022-02-21,0
2022-02-22,0
2022-02-23,0
2022-02-24,0
2022-02-25,0
2022-02-26,0
2022-02-27,0
2022-02-28,0
2022-03-01,0
2022-03-02,0
2022-03-03,0
2022-03-04,0
2022-03-05,0
2022-03-06,0
2022-03-07,0
2022-03-08,0
2022-03-09,0
2022-03-10,0
2022-03-11,0
2022-03-12,0
2022-03-13,0
2022-03-14,0
2022-03-15,0
2022-03-16,0
2022-03-17,0
2022-03-18,0
2022-03-19,0
2022-03-20,0
2022-03-21,0
2022-03-22,0
2022-03-23,0
2022-03-24,0
2022-03-25,0
2022-03-26,0
2022-03-27,0
2022-03-28,0
2022-03-29,0
2022-03-30,0
2022-03-31,0
2022-04-01,0
2022-04-02,0
2022-04-03,0
2022-04-04,0
2022-04-05,0
2022-04-06,0
2022-04-07,0
2022-04-08,0
2022-04-09,0
2022-04-10,0
2022-04-11,0
2022-04-12,0
2022-04-13,0
2022-04-14,0
2022-04-15,0
2022-04-16,0
2022-04-17,0
2022-04-18,0
2022-04-19,0
2022-04-20,0
2022-04-21,0
2022-04-22,0
2022-04-23,0
2022-04-24,0
2022-04-25,0
2022-04-26,0
2022-04-27,0
2022-04-28,0
2022-04-29,0
2022-04-30,0
2022-05-01,0
2022-05-02,0
2022-05-03,0
2022-05-04,0
2022-05-05,0
2022-05-06,0
2022-05-07,0
2022-05-08,0
2022-05-09,0
2022-05-10,0
2022-05-11,0
2022-05-12,0
2022-05-13,0
2022-05-14,0
2022-05-15,0
2022-05-16,0
2022-05-17,0
2022-05-18,0
2022-05-19,0
2022-05-20,0
2022-05-21,0
2022-05-22,0
2022-05-23,0
2022-05-24,0
2022-05-25,0
2022-05-26,0
2022-05-27,0
2022-05-28,0
2022-05-29,0
2022-05-30,0
2022-05-31,0
2022-06-01,0
2022-06-02,0
2022-06-03,0
2022-06-04,0
2022-06-05,0
2022-06-06,0
2022-06-07,0
2022-06-08,0
2022-06-09,0
2022-06-10,0
2022-06-11,0
2022-06-12,0
2022-06-13,0
2022-06-14,0
2022-06-15,0
2022-06-16,0
2022-06-17,0
2022-06-18,0
2022-06-19,0
2022-06-20,0
2022-06-21,0
2022-06-22,0
2022-06-23,0
2022-06-24,0
2022-06-25,0
2022-06-26,0
2022-06-27,0
2022-06-28,0
2022-06-29,0
2022-06-30,0
2022-07-01,0
2022-07-02,0
2022-07-03,0
2022-07-04,0
2022-07-05,0
2022-07-06,0
2022-07-07,0
2022-07-08,0
2022-07-09,0
2022-07-10,0
2022-07-11,0
2022-07-12,0
2022-07-13,0
2022-07-14,0
2022-07-15,0
2022-07-16,0
2022-07-17,0
2022-07-18,0
2022-07-19,0
2022-07-20,0
2022-07-21,0
2022-07-22,0
2022-07-23,0
2022-07-24,0
2022-07-25,0
2022-07-26,0
2022-07-27,0
2022-07-28,0
2022-07-29,0
2022-07-30,0
2022-07-31,0
2022-08-01,0
2022-08-02,0
2022-08-03,0
2022-08-04,0
2022-08-05,0
2022-08-06,0
2022-08-07,0
2022-08-08,0
2022-08-09,0
2022-08-10,0
2022-08-11,0
2022-08-12,0
2022-08-13,0
2022-08-14,0
2022-08-15,0
2022-08-16,0
2022-08-17,0
2022-08-18,0
2022-08-19,0
2022-08-20,0
2022-08-21,0
2022-08-22,0
2022-08-23,0
2022-08-24,0
2022-08-25,0
2022-08-26,0
2022-08-27,0
2022-08-28,0
2022-08-29,0
2022-08-30,0
2022-08-31,0
2022-09-01,0
2022-09-02,0
2022-09-03,0
2022-09-04,0
2022-09-05,0
2022-09-06,0
2022-09-07,0
2022-09-08,0
2022-09-09,0
2022-09-10,0
2022-09-11,0
2022-09-12,0
2022-09-13,0
2022-09-14,0
2022-09-15,0
2022-09-16,0
2022-09-17,0
2022-09-18,0
2022-09-19,0
2022-09-20,0
2022-09-21,0
2022-09-22,0
2022-09-23,0
2022-09-24,0
2022-09-25,0
2022-09-26,0
2022-09-27,0
2022-09-28,0
2022-09-29,0
2022-09-30,0
2022-10-01,0
2022-10-02,0
2022-10-03,0
2022-10-04,5
2022-10-05,1021
2022-10-06,1134
2022-10-07,1274
2022-10-08,1615
2022-10-09,1664
2022-10-10,1406
2022-10-11,1272
2022-10-12,1463
2022-10-13,1480
2022-10-14,1608
2022-10-15,1795
2022-10-16,1686
2022-10-17,1444
2022-10-18,1499
2022-10-19,1532
2022-10-20,1506
2022-10-21,1595
2022-10-22,1803
2022-10-23,1779
2022-10-24,1563
2022-10-25,1440
2022-10-26,1471
2022-10-27,1344
2022-10-28,1607
2022-10-29,1629
2022-10-30,1787
2022-10-31,1514
2022-11-01,1505
2022-11-02,1562
2022-11-03,1490
2022-11-04,1503
2022-11-05,1997
2022-11-06,1867
2022-11-07,1575
2022-11-08,1660
2022-11-09,1639
2022-11-10,1543
2022-11-11,1661
2022-11-12,1867
2022-11-13,2009
2022-11-14,1443
2022-11-15,1569
2022-11-16,1610
2022-11-17,1537
2022-11-18,1575
2022-11-19,1818
2022-11-20,1742
2022-11-21,1384
2022-11-22,1428
2022-11-23,1427
2022-11-24,1405
2022-11-25,1407
2022-11-26,1727
2022-11-27,1592
2022-11-28,1463
2022-11-29,1529
2022-11-30,1410
2022-12-01,1352
2022-12-02,1398
2022-12-03,1569
2022-12-04,1531
2022-12-05,1316
2022-12-06,1426
2022-12-07,1279
2022-12-08,1268
2022-12-09,1339
2022-12-10,1562
2022-12-11,1750
2022-12-12,1370
2022-12-13,1320
2022-12-14,1279
2022-12-15,1316
2022-12-16,1667
2022-12-17,1764
2022-12-18,1692
2022-12-19,1492
2022-12-20,1538
2022-12-21,1536
2022-12-22,1414
2022-12-23,1644
2022-12-24,1581
2022-12-25,1760
2022-12-26,1659
2022-12-27,1962
2022-12-28,2101
2022-12-29,1914
2022-12-30,1817
2022-12-31,1972
2023-01-01,1679
2023-01-02,1918
2023-01-03,1880
2023-01-04,1799
2023-01-05,1938
2023-01-06,1772
2023-01-07,2030
2023-01-08,2172
2023-01-09,1776
2023-01-10,1724
2023-01-11,1564
2023-01-12,1755
2023-01-13,1802
2023-01-14,2385
2023-01-15,2368
2023-01-16,2013
2023-01-17,1805
2023-01-18,1895
2023-01-19,1837
2023-01-20,1781
2023-01-21,2201
2023-01-22,2420
2023-01-23,1878
2023-01-24,1045
2023-01-25,1790
2023-01-26,1805
2023-01-27,1848
2023-01-28,1839
2023-01-29,2102
2023-01-30,1703
2023-01-31,1850
2023-02-01,1644
2023-02-02,1772
2023-02-03,1857
2023-02-04,2093
2023-02-05,83
2023-02-06,1597
2023-02-07,1652
2023-02-08,1600
2023-02-09,1615
2023-02-10,1813
2023-02-11,2122
2023-02-12,2038
2023-02-13,1644
2023-02-14,1562
2023-02-15,1662
2023-02-16,1652
2023-02-17,1930
2023-02-18,1935
2023-02-19,1974
2023-02-20,1832
2023-02-21,1752
2023-02-22,1628
2023-02-23,1635
2023-02-24,1631
2023-02-25,2017
2023-02-26,2008
2023-02-27,1594
2023-02-28,1543
2023-03-01,1659
2023-03-02,1544
2023-03-03,1633
2023-03-04,2120
2023-03-05,1898
2023-03-06,1578
2023-03-07,1642
2023-03-08,1826
2023-03-09,1482
2023-03-10,1807
2023-03-11,2090
2023-03-12,1973
2023-03-13,1518
2023-03-14,1586
2023-03-15,1529
2023-03-16,1466
2023-03-17,1542
2023-03-18,2125
2023-03-19,1843
2023-03-20,1684
2023-03-21,1636
2023-03-22,1574
2023-03-23,1496
2023-03-24,1697
2023-03-25,1779
2023-03-26,1842
2023-03-27,1646
2023-03-28,1748
2023-03-29,1799
2023-03-30,1917
2023-03-31,1673
2023-04-01,1876
2023-04-02,2042
2023-04-03,1547
2023-04-04,1605
2023-04-05,1768
2023-04-06,1694
2023-04-07,1937
2023-04-08,1831
2023-04-09,1743
2023-04-10,1648
2023-04-11,1510
2023-04-12,1458
2023-04-13,1642
2023-04-14,1539
2023-04-15,1756
2023-04-16,1706
2023-04-17,1430
2023-04-18,1471
2023-04-19,1560
2023-04-20,1447
2023-04-21,1587
2023-04-22,1644
2023-04-23,1743
2023-04-24,1403
2023-04-25,1370
2023-04-26,1472
2023-04-27,1451
2023-04-28,1451
2023-04-29,1814
2023-04-30,1770
2023-05-01,1780
2023-05-02,1500
2023-05-03,1425
2023-05-04,1519
2023-05-05,1573
2023-05-06,1634
2023-05-07,1628
2023-05-08,1549
2023-05-09,1473
2023-05-10,1478
2023-05-11,1527
2023-05-12,1487
2023-05-13,1608
2023-05-14,1568
2023-05-15,1489
2023-05-16,1384
2023-05-17,1529
2023-05-18,1669
2023-05-19,1501
2023-05-20,1632
2023-05-21,1577
2023-05-22,1281
2023-05-23,1491
2023-05-24,1542
2023-05-25,1325
2023-05-26,1307
2023-05-27,1556
2023-05-28,1575
2023-05-29,1582
2023-05-30,1525
2023-05-31,1531
2023-06-01,1426
2023-06-02,1439
2023-06-03,1211
2023-06-04,1474
2023-06-05,1272
2023-06-06,1527
2023-06-07,1440
2023-06-08,1518
2023-06-09,1424
2023-06-10,1655
2023-06-11,1714
2023-06-12,1496
2023-06-13,1443
2023-06-14,1354
2023-06-15,1429
2023-06-16,1392
2023-06-17,1533
2023-06-18,1691
2023-06-19,1475
2023-06-20,1352
2023-06-21,1451
2023-06-22,1398
2023-06-23,1407
2023-06-24,1498
2023-06-25,1627
2023-06-26,1497
2023-06-27,1566
2023-06-28,1551
2023-06-29,1407
2023-06-30,1426
2023-07-01,1432
2023-07-02,1498
2023-07-03,1645
2023-07-04,1476
2023-07-05,1489
2023-07-06,1653
2023-07-07,1820
2023-07-08,1673
2023-07-09,1520
2023-07-10,1478
2023-07-11,1521
2023-07-12,1594
2023-07-13,1548
2023-07-14,1617
2023-07-15,1689
2023-07-16,1666
2023-07-17,1550
2023-07-18,1446
2023-07-19,1628
2023-07-20,220
2023-07-21,1592
2023-07-22,1674
2023-07-23,1679
2023-07-24,1534
2023-07-25,1505
2023-07-26,1564
2023-07-27,1705
2023-07-28,1596
2023-07-29,1710
2023-07-30,1696
2023-07-31,1689
2023-08-01,1646
2023-08-02,1640
2023-08-03,1677
2023-08-04,1598
2023-08-05,1695
2023-08-06,1715
2023-08-07,1653
2023-08-08,1703
2023-08-09,1504
2023-08-10,1529
2023-08-11,1566
2023-08-12,1710
2023-08-13,1611
2023-08-14,1566
2023-08-15,1552
2023-08-16,1593
2023-08-17,1544
2023-08-18,1440
2023-08-19,1570
2023-08-20,1733
2023-08-21,1527
2023-08-22,1701
2023-08-23,1421
2023-08-24,1649
2023-08-25,1739
2023-08-26,1752
2023-08-27,1937
2023-08-28,1679
2023-08-29,1648
2023-08-30,1679
2023-08-31,1738
2023-09-01,1773
2023-09-02,1988
2023-09-03,2038
2023-09-04,1863
2023-09-05,1622
2023-09-06,1704
2023-09-07,1629
2023-09-08,1695
2023-09-09,1990
2023-09-10,1879
2023-09-11,1651
2023-09-12,1557
2023-09-13,1635
2023-09-14,1717
2023-09-15,1644
2023-09-16,1932
2023-09-17,2063
2023-09-18,1618
2023-09-19,968
2023-09-20,1715
2023-09-21,1686
2023-09-22,1716
2023-09-23,1842
2023-09-24,1864
2023-09-25,1503
2023-09-26,1684
2023-09-27,1447
2023-09-28,1542
2023-09-29,1949
2023-09-30,2387
2023-10-01,2297
2023-10-02,1911
2023-10-03,1947
2023-10-04,1792
2023-10-05,1834
2023-10-06,1791
2023-10-07,2146
2023-10-08,2039
2023-10-09,1955
2023-10-10,1690
2023-10-11,1963
2023-10-12,2202
2023-10-13,2294
2023-10-14,2559
2023-10-15,2801
2023-10-16,2138
2023-10-17,2121
2023-10-18,2044
2023-10-19,1940
2023-10-20,1916
2023-10-21,2413
2023-10-22,2425
2023-10-23,2037
2023-10-24,2281
2023-10-25,1988
2023-10-26,2010
2023-10-27,2145
2023-10-28,2100
2023-10-29,2320
2023-10-30,2021
2023-10-31,2035
2023-11-01,2125
2023-11-02,2057
2023-11-03,2083
2023-11-04,2389
2023-11-05,2286
2023-11-06,2022
2023-11-07,2090
2023-11-08,2040
2023-11-09,2310
2023-11-10,2139
2023-11-11,2571
2023-11-12,2555
2023-11-13,2156
2023-11-14,2136
2023-11-15,2044
2023-11-16,2167
2023-11-17,2137
2023-11-18,2540
2023-11-19,2527
2023-11-20,2044
2023-11-21,2092
2023-11-22,2157
2023-11-23,2274
2023-11-24,2235
2023-11-25,2477
2023-11-26,2673
2023-11-27,2077
2023-11-28,2157
2023-11-29,2148
2023-11-30,2099
2023-12-01,2199
2023-12-02,2547
2023-12-03,2462
2023-12-04,2007
2023-12-05,2039
2023-12-06,1997
2023-12-07,2285
2023-12-08,2275
2023-12-09,2511
2023-12-10,2631
2023-12-11,2182
2023-12-12,2080
2023-12-13,2010
2023-12-14,2263
2023-12-15,2170
2023-12-16,2455
2023-12-17,2315
2023-12-18,2115
2023-12-19,2274
2023-12-20,2102
2023-12-21,2245
2023-12-22,2333
2023-12-23,2874
2023-12-24,2780
2023-12-25,2967
2023-12-26,3219
2023-12-27,3223
2023-12-28,3260
2023-12-29,3331
2023-12-30,3309
2023-12-31,2989
2024-01-01,2965
2024-01-02,3079
2024-01-03,3163
2024-01-04,3157
2024-01-05,3235
2024-01-06,3792
2024-01-07,3631
2024-01-08,2851
2024-01-09,2839
2024-01-10,269
2024-01-11,1427
2024-01-12,3058
2024-01-13,3543
2024-01-14,3594
2024-01-15,2994
2024-01-16,2954
2024-01-17,3027
2024-01-18,2795
2024-01-19,2974
2024-01-20,3237
2024-01-21,3395
2024-01-22,2864
2024-01-23,2814
2024-01-24,2829
2024-01-25,2605
2024-01-26,2745
2024-01-27,3407
2024-01-28,3352
2024-01-29,2797
2024-01-30,2631
2024-01-31,2851
2024-02-01,2680
2024-02-02,2967
2024-02-03,3394
2024-02-04,3333
2024-02-05,2701
2024-02-06,2776
2024-02-07,2838
2024-02-08,2904
2024-02-09,3024
2024-02-10,3354
2024-02-11,3441
2024-02-12,2857
2024-02-13,3065
2024-02-14,2607
2024-02-15,2858
2024-02-16,2888
2024-02-17,3434
2024-02-18,3442
2024-02-19,2931
2024-02-20,2960
2024-02-21,2819
2024-02-22,2959
2024-02-23,3104
2024-02-24,3339
2024-02-25,3544
2024-02-26,2979
2024-02-27,2912
2024-02-28,2865
2024-02-29,2862
2024-03-01,2871
2024-03-02,3477
2024-03-03,3400
2024-03-04,2746
2024-03-05,2612
2024-03-06,2818
2024-03-07,2592
2024-03-08,2922
2024-03-09,3180
2024-03-10,3236
2024-03-11,2975
2024-03-12,3129
2024-03-13,2770
2024-03-14,2583
2024-03-15,2935
2024-03-16,3536
2024-03-17,3386
2024-03-18,2824
2024-03-19,3028
2024-03-20,2952
2024-03-21,2767
2024-03-22,2781
2024-03-23,3316
2024-03-24,3510
2024-03-25,2835
2024-03-26,3289
2024-03-27,2883
2024-03-28,2922
2024-03-29,3438
2024-03-30,3080
2024-03-31,3366
2024-04-01,3036
2024-04-02,3043
2024-04-03,2678
2024-04-04,2650
2024-04-05,2925
2024-04-06,3011
2024-04-07,3069
2024-04-08,2566
2024-04-09,2537
2024-04-10,2386
2024-04-11,2490
2024-04-12,2564
2024-04-13,2959
2024-04-14,2953
2024-04-15,2566
2024-04-16,2475
2024-04-17,2590
2024-04-18,2397
2024-04-19,2538
2024-04-20,2854
2024-04-21,3065
2024-04-22,2558
2024-04-23,2524
2024-04-24,2406
2024-04-25,2426
2024-04-26,2856
2024-04-27,3119
2024-04-28,3122
2024-04-29,2599
2024-04-30,2602
2024-05-01,2910
2024-05-02,2886
2024-05-03,2698
2024-05-04,2919
2024-05-05,2896
2024-05-06,2511
2024-05-07,2650
2024-05-08,2608
2024-05-09,2561
2024-05-10,2552
2024-05-11,2728
2024-05-12,2772
2024-05-13,2518
2024-05-14,2537
2024-05-15,2541
2024-05-16,2644
2024-05-17,2560
2024-05-18,2808
2024-05-19,2810
2024-05-20,2503
2024-05-21,2300
2024-05-22,2554
2024-05-23,2371
2024-05-24,2581
2024-05-25,2793
2024-05-26,2456
2024-05-27,2388
2024-05-28,2018
2024-05-29,2343
2024-05-30,2487
2024-05-31,2582
2024-06-01,2749
2024-06-02,2837
2024-06-03,2520
2024-06-04,2423
2024-06-05,2519
2024-06-06,2391
2024-06-07,2391
2024-06-08,2608
2024-06-09,2690
2024-06-10,2546
2024-06-11,2432
2024-06-12,2307
2024-06-13,2231
2024-06-14,2018
2024-06-15,2736
2024-06-16,2786
2024-06-17,2693
2024-06-18,2460
2024-06-19,2535
2024-06-20,2534
2024-06-21,2522
2024-06-22,2624
2024-06-23,2883
2024-06-24,2407
2024-06-25,2341
2024-06-26,2479
2024-06-27,2546
2024-06-28,2527
2024-06-29,2627
2024-06-30,2802
2024-07-01,2663
2024-07-02,2371
2024-07-03,2601
2024-07-04,2624
2024-07-05,2533
2024-07-06,2583
2024-07-07,2742
2024-07-08,2672
2024-07-09,2350
2024-07-10,2824
2024-07-11,2852
2024-07-12,2851
2024-07-13,2704
2024-07-14,2595
2024-07-15,2378
2024-07-16,2701
2024-07-17,2457
2024-07-18,2473
2024-07-19,2531
2024-07-20,2630
2024-07-21,2515
2024-07-22,2692
2024-07-23,2654
2024-07-24,2489
2024-07-25,2535
2024-07-26,2721
2024-07-27,2651
2024-07-28,2837
2024-07-29,2341
2024-07-30,2354
2024-07-31,2422
2024-08-01,2261
2024-08-02,2483
2024-08-03,2706
2024-08-04,2732
2024-08-05,2624
2024-08-06,2664
2024-08-07,2412
2024-08-08,2527
2024-08-09,2799
2024-08-10,2566
2024-08-11,2697
2024-08-12,2412
2024-08-13,2498
2024-08-14,2550
2024-08-15,2650
2024-08-16,2585
2024-08-17,2794
2024-08-18,3072
2024-08-19,2635
2024-08-20,2724
2024-08-21,87
2024-08-22,2416
2024-08-23,2591
2024-08-24,2684
2024-08-25,2693
2024-08-26,176
2024-08-27,971
2024-08-28,2450
2024-08-29,2289
2024-08-30,2483
2024-08-31,2759
2024-09-01,2866
2024-09-02,2603
2024-09-03,2298
2024-09-04,2674
2024-09-05,2365
2024-09-06,2427
2024-09-07,2801
2024-09-08,2993
2024-09-09,2320
2024-09-10,2662
2024-09-11,2882
2024-09-12,2749
2024-09-13,2913
2024-09-14,3006
2024-09-15,3039
2024-09-16,2560
2024-09-17,2615
2024-09-18,2401
2024-09-19,2332
2024-09-20,2757
2024-09-21,3075
2024-09-22,3061
2024-09-23,2595
2024-09-24,2334
2024-09-25,2384
2024-09-26,2464
2024-09-27,2789
2024-09-28,2838
2024-09-29,2809
2024-09-30,2428
2024-10-01,2480
2024-10-02,2515
