Date,Net Clicks,Install Clicks,Uninstall Clicks
2021-04-11,1,1,0
2021-04-12,2,3,1
2021-04-13,1,1,0
2021-04-14,0,0,0
2021-04-15,1,1,0
2021-04-16,2,2,0
2021-04-17,2,5,3
2021-04-18,2,2,0
2021-04-19,3,3,0
2021-04-20,2,2,0
2021-04-21,-1,0,1
2021-04-22,3,4,1
2021-04-23,1,1,0
2021-04-24,0,0,0
2021-04-25,0,0,0
2021-04-26,0,1,1
2021-04-27,1,1,0
2021-04-28,0,0,0
2021-04-29,3,3,0
2021-04-30,2,2,0
2021-05-01,3,3,0
2021-05-02,1,2,1
2021-05-03,2,2,0
2021-05-04,1,1,0
2021-05-05,0,0,0
2021-05-06,2,2,0
2021-05-07,1,1,0
2021-05-08,2,2,0
2021-05-09,5,5,0
2021-05-10,3,3,0
2021-05-11,3,3,0
2021-05-12,1,2,1
2021-05-13,2,2,0
2021-05-14,2,2,0
2021-05-15,3,3,0
2021-05-16,0,0,0
2021-05-17,1,1,0
2021-05-18,0,0,0
2021-05-19,1,1,0
2021-05-20,0,0,0
2021-05-21,3,3,0
2021-05-22,1,2,1
2021-05-23,0,0,0
2021-05-24,3,4,1
2021-05-25,1,1,0
2021-05-26,2,2,0
2021-05-27,3,3,0
2021-05-28,-1,0,1
2021-05-29,0,0,0
2021-05-30,3,4,1
2021-05-31,0,0,0
2021-06-01,1,1,0
2021-06-02,3,3,0
2021-06-03,1,1,0
2021-06-04,1,2,1
2021-06-05,1,1,0
2021-06-06,1,1,0
2021-06-07,3,3,0
2021-06-08,1,2,1
2021-06-09,4,4,0
2021-06-10,2,2,0
2021-06-11,2,2,0
2021-06-12,0,1,1
2021-06-13,0,0,0
2021-06-14,2,2,0
2021-06-15,1,1,0
2021-06-16,2,2,0
2021-06-17,1,1,0
2021-06-18,2,3,1
2021-06-19,3,3,0
2021-06-20,0,0,0
2021-06-21,0,1,1
2021-06-22,1,1,0
2021-06-23,1,1,0
2021-06-24,0,0,0
2021-06-25,0,0,0
2021-06-26,-1,0,1
2021-06-27,1,1,0
2021-06-28,3,3,0
2021-06-29,1,1,0
2021-06-30,4,4,0
2021-07-01,2,2,0
2021-07-02,4,4,0
2021-07-03,2,2,0
2021-07-04,0,2,2
2021-07-05,0,0,0
2021-07-06,3,4,1
2021-07-07,2,2,0
2021-07-08,1,1,0
2021-07-09,2,2,0
2021-07-10,1,1,0
2021-07-11,1,1,0
2021-07-12,1,1,0
2021-07-13,0,0,0
2021-07-14,2,2,0
2021-07-15,0,0,0
2021-07-16,5,5,0
2021-07-17,3,3,0
2021-07-18,1,2,1
2021-07-19,0,0,0
2021-07-20,1,1,0
2021-07-21,0,0,0
2021-07-22,0,1,1
2021-07-23,2,2,0
2021-07-24,2,2,0
2021-07-25,2,2,0
2021-07-26,2,3,1
2021-07-27,0,0,0
2021-07-28,1,1,0
2021-07-29,1,1,0
2021-07-30,5,5,0
2021-07-31,1,1,0
2021-08-01,2,2,0
2021-08-02,0,0,0
2021-08-03,0,0,0
2021-08-04,1,1,0
2021-08-05,1,1,0
2021-08-06,1,1,0
2021-08-07,2,2,0
2021-08-08,2,2,0
2021-08-09,1,1,0
2021-08-10,2,2,0
2021-08-11,1,1,0
2021-08-12,1,1,0
2021-08-13,0,0,0
2021-08-14,1,1,0
2021-08-15,0,0,0
2021-08-16,0,0,0
2021-08-17,0,0,0
2021-08-18,1,2,1
2021-08-19,1,1,0
2021-08-20,3,3,0
2021-08-21,1,1,0
2021-08-22,1,3,2
2021-08-23,3,3,0
2021-08-24,2,2,0
2021-08-25,2,2,0
2021-08-26,3,3,0
2021-08-27,0,0,0
2021-08-28,0,0,0
2021-08-29,1,1,0
2021-08-30,0,0,0
2021-08-31,0,0,0
2021-09-01,0,0,0
2021-09-02,3,3,0
2021-09-03,0,0,0
2021-09-04,2,3,1
2021-09-05,1,1,0
2021-09-06,1,2,1
2021-09-07,1,1,0
2021-09-08,2,2,0
2021-09-09,2,2,0
2021-09-10,0,0,0
2021-09-11,2,3,1
2021-09-12,3,3,0
2021-09-13,1,1,0
2021-09-14,0,0,0
2021-09-15,2,2,0
2021-09-16,1,1,0
2021-09-17,2,2,0
2021-09-18,0,1,1
2021-09-19,1,2,1
2021-09-20,1,1,0
2021-09-21,1,2,1
2021-09-22,2,3,1
2021-09-23,3,4,1
2021-09-24,1,1,0
2021-09-25,0,0,0
2021-09-26,1,2,1
2021-09-27,2,2,0
2021-09-28,0,0,0
2021-09-29,1,1,0
2021-09-30,1,1,0
2021-10-01,1,1,0
2021-10-02,-1,0,1
2021-10-03,1,1,0
2021-10-04,4,4,0
2021-10-05,-1,0,1
2021-10-06,0,0,0
2021-10-07,-1,0,1
2021-10-08,2,2,0
2021-10-09,3,3,0
2021-10-10,0,0,0
2021-10-11,0,0,0
2021-10-12,1,1,0
2021-10-13,1,2,1
2021-10-14,2,2,0
2021-10-15,2,2,0
2021-10-16,-1,0,1
2021-10-17,2,3,1
2021-10-18,2,2,0
2021-10-19,0,0,0
2021-10-20,0,0,0
2021-10-21,1,1,0
2021-10-22,0,0,0
2021-10-23,1,2,1
2021-10-24,5,5,0
2021-10-25,2,2,0
2021-10-26,2,2,0
2021-10-27,4,4,0
2021-10-28,1,1,0
2021-10-29,0,0,0
2021-10-30,2,2,0
2021-10-31,2,2,0
2021-11-01,-1,0,1
2021-11-02,2,2,0
2021-11-03,0,0,0
2021-11-04,1,1,0
2021-11-05,2,2,0
2021-11-06,3,3,0
2021-11-07,0,0,0
2021-11-08,1,1,0
2021-11-09,1,1,0
2021-11-10,3,3,0
2021-11-11,4,4,0
2021-11-12,0,0,0
2021-11-13,0,1,1
2021-11-14,0,3,3
2021-11-15,1,3,2
2021-11-16,2,5,3
2021-11-17,1,2,1
2021-11-18,3,3,0
2021-11-19,-1,0,1
2021-11-20,3,6,3
2021-11-21,3,3,0
2021-11-22,7,9,2
2021-11-23,1,1,0
2021-11-24,4,4,0
2021-11-25,0,3,3
2021-11-26,1,2,1
2021-11-27,0,0,0
2021-11-28,0,1,1
2021-11-29,2,4,2
2021-11-30,1,2,1
2021-12-01,2,3,1
2021-12-02,1,2,1
2021-12-03,0,0,0
2021-12-04,1,2,1
2021-12-05,1,2,1
2021-12-06,2,2,0
2021-12-07,0,0,0
2021-12-08,1,1,0
2021-12-09,0,0,0
2021-12-10,0,0,0
2021-12-11,-1,0,1
2021-12-12,2,3,1
2021-12-13,2,2,0
2021-12-14,0,0,0
2021-12-15,0,0,0
2021-12-16,0,0,0
2021-12-17,2,3,1
2021-12-18,1,1,0
2021-12-19,0,0,0
2021-12-20,0,0,0
2021-12-21,1,1,0
2021-12-22,0,0,0
2021-12-23,1,1,0
2021-12-24,0,0,0
2021-12-25,1,1,0
2021-12-26,4,4,0
2021-12-27,-1,0,1
2021-12-28,2,2,0
2021-12-29,0,1,1
2021-12-30,2,2,0
2021-12-31,0,2,2
2022-01-01,1,1,0
2022-01-02,2,2,0
2022-01-03,0,0,0
2022-01-04,2,3,1
2022-01-05,0,1,1
2022-01-06,0,0,0
2022-01-07,3,3,0
2022-01-08,0,1,1
2022-01-09,1,1,0
2022-01-10,0,0,0
2022-01-11,1,1,0
2022-01-12,0,0,0
2022-01-13,1,2,1
2022-01-14,0,0,0
2022-01-15,1,1,0
2022-01-16,1,1,0
2022-01-17,1,1,0
2022-01-18,0,0,0
2022-01-19,0,1,1
2022-01-20,2,2,0
2022-01-21,1,1,0
2022-01-22,1,1,0
2022-01-23,0,1,1
2022-01-24,1,1,0
2022-01-25,1,2,1
2022-01-26,1,1,0
2022-01-27,0,0,0
2022-01-28,1,1,0
2022-01-29,1,1,0
2022-01-30,3,3,0
2022-01-31,-1,0,1
2022-02-01,0,0,0
2022-02-02,0,3,3
2022-02-03,1,1,0
2022-02-04,1,1,0
2022-02-05,1,2,1
2022-02-06,0,0,0
2022-02-07,1,1,0
2022-02-08,0,0,0
2022-02-09,1,2,1
2022-02-10,1,1,0
2022-02-11,0,0,0
2022-02-12,1,1,0
2022-02-13,1,1,0
2022-02-14,0,0,0
2022-02-15,3,4,1
2022-02-16,0,0,0
2022-02-17,3,3,0
2022-02-18,4,5,1
2022-02-19,3,3,0
2022-02-20,3,3,0
2022-02-21,1,3,2
2022-02-22,1,1,0
2022-02-23,2,2,0
2022-02-24,3,3,0
2022-02-25,1,1,0
2022-02-26,1,1,0
2022-02-27,-1,1,2
2022-02-28,1,2,1
2022-03-01,0,0,0
2022-03-02,1,1,0
2022-03-03,1,1,0
2022-03-04,0,0,0
2022-03-05,0,0,0
2022-03-06,3,3,0
2022-03-07,3,3,0
2022-03-08,2,7,5
2022-03-09,2,7,5
2022-03-10,3,3,0
2022-03-11,1,2,1
2022-03-12,0,0,0
2022-03-13,0,1,1
2022-03-14,3,5,2
2022-03-15,0,2,2
2022-03-16,1,2,1
2022-03-17,0,0,0
2022-03-18,2,2,0
2022-03-19,0,2,2
2022-03-20,0,0,0
2022-03-21,2,3,1
2022-03-22,0,0,0
2022-03-23,0,0,0
2022-03-24,2,2,0
2022-03-25,1,2,1
2022-03-26,0,0,0
2022-03-27,3,4,1
2022-03-28,1,2,1
2022-03-29,1,2,1
2022-03-30,0,0,0
2022-03-31,2,2,0
2022-04-01,0,1,1
2022-04-02,0,0,0
2022-04-03,2,3,1
2022-04-04,1,1,0
2022-04-05,0,0,0
2022-04-06,2,3,1
2022-04-07,3,3,0
2022-04-08,3,4,1
2022-04-09,0,0,0
2022-04-10,1,2,1
2022-04-11,1,1,0
2022-04-12,4,4,0
2022-04-13,1,1,0
2022-04-14,1,1,0
2022-04-15,0,0,0
2022-04-16,0,0,0
2022-04-17,0,0,0
2022-04-18,4,4,0
2022-04-19,3,3,0
2022-04-20,3,3,0
2022-04-21,0,0,0
2022-04-22,1,1,0
2022-04-23,0,1,1
2022-04-24,0,0,0
2022-04-25,3,4,1
2022-04-26,2,2,0
2022-04-27,1,1,0
2022-04-28,0,0,0
2022-04-29,2,2,0
2022-04-30,0,1,1
2022-05-01,0,0,0
2022-05-02,3,3,0
2022-05-03,1,1,0
2022-05-04,2,2,0
2022-05-05,1,1,0
2022-05-06,0,0,0
2022-05-07,0,0,0
2022-05-08,0,0,0
2022-05-09,0,0,0
2022-05-10,4,5,1
2022-05-11,1,1,0
2022-05-12,0,0,0
2022-05-13,0,0,0
2022-05-14,1,1,0
2022-05-15,0,1,1
2022-05-16,2,2,0
2022-05-17,1,2,1
2022-05-18,0,0,0
2022-05-19,2,2,0
2022-05-20,0,1,1
2022-05-21,2,2,0
2022-05-22,1,1,0
2022-05-23,3,3,0
2022-05-24,1,1,0
2022-05-25,5,5,0
2022-05-26,2,2,0
2022-05-27,0,0,0
2022-05-28,0,0,0
2022-05-29,1,1,0
2022-05-30,1,1,0
2022-05-31,0,0,0
2022-06-01,2,2,0
2022-06-02,0,1,1
2022-06-03,0,0,0
2022-06-04,1,2,1
2022-06-05,1,1,0
2022-06-06,1,1,0
2022-06-07,2,2,0
2022-06-08,1,1,0
2022-06-09,4,4,0
2022-06-10,3,3,0
2022-06-11,0,0,0
2022-06-12,1,1,0
2022-06-13,1,1,0
2022-06-14,3,3,0
2022-06-15,0,0,0
2022-06-16,0,0,0
2022-06-17,1,1,0
2022-06-18,1,1,0
2022-06-19,1,1,0
2022-06-20,3,3,0
2022-06-21,0,0,0
2022-06-22,0,0,0
2022-06-23,0,0,0
2022-06-24,2,2,0
2022-06-25,2,2,0
2022-06-26,1,1,0
2022-06-27,1,1,0
2022-06-28,1,1,0
2022-06-29,1,1,0
2022-06-30,0,0,0
2022-07-01,1,1,0
2022-07-02,2,2,0
2022-07-03,1,1,0
2022-07-04,0,0,0
2022-07-05,0,0,0
2022-07-06,0,0,0
2022-07-07,0,0,0
2022-07-08,1,2,1
2022-07-09,0,0,0
2022-07-10,0,0,0
2022-07-11,1,2,1
2022-07-12,4,4,0
2022-07-13,0,0,0
2022-07-14,2,2,0
2022-07-15,1,1,0
2022-07-16,1,1,0
2022-07-17,0,0,0
2022-07-18,1,1,0
2022-07-19,0,0,0
2022-07-20,0,0,0
2022-07-21,0,0,0
2022-07-22,0,0,0
2022-07-23,1,1,0
2022-07-24,-1,0,1
2022-07-25,1,1,0
2022-07-26,0,0,0
2022-07-27,0,0,0
2022-07-28,0,0,0
2022-07-29,0,1,1
2022-07-30,1,1,0
2022-07-31,0,0,0
2022-08-01,1,1,0
2022-08-02,0,0,0
2022-08-03,2,2,0
2022-08-04,1,1,0
2022-08-05,1,1,0
2022-08-06,0,0,0
2022-08-07,3,3,0
2022-08-08,0,0,0
2022-08-09,0,0,0
2022-08-10,1,1,0
2022-08-11,1,1,0
2022-08-12,1,1,0
2022-08-13,0,1,1
2022-08-14,2,2,0
2022-08-15,1,1,0
2022-08-16,0,0,0
2022-08-17,0,0,0
2022-08-18,4,4,0
2022-08-19,6,6,0
2022-08-20,0,0,0
2022-08-21,1,1,0
2022-08-22,2,2,0
2022-08-23,1,2,1
2022-08-24,2,2,0
2022-08-25,1,1,0
2022-08-26,2,2,0
2022-08-27,1,1,0
2022-08-28,0,0,0
2022-08-29,2,2,0
2022-08-30,1,1,0
